,Data,Horario,Estacao,Latitude,Longitude,Banda 1,Banda 2,Banda 3,Banda 4,Banda 5,Banda 6,Banda 7,Banda 8,Banda 9,Banda 10,Banda 11,Banda 12,Banda 13,Banda 14,Banda 15,Banda 16
407,2/10/2018,1200,83698,-21.75,-41.33,12.41,9.3,9.93,0.12,7.58,5.42,273.97,236.57,247.52,256.62,268.95,244.03,270.66,271.01,270.52,260.14
408,2/10/2018,1200,83692,-21.77,-43.35,9.26,10.66,7.07,0.12,5.36,3.71,278.68,241.47,252.18,259.81,273.9,247.57,275.45,275.68,274.27,262.79
409,2/10/2018,1200,83671,-21.98,-47.35,15.2,13.77,14.88,0.38,10.95,7.01,277.93,233.4,242.91,253.77,269.26,248.23,271.09,270.11,268.02,258.49
410,2/10/2018,1200,83726,-22.02,-47.88,12.92,9.9,11.17,1.23,8.47,8.12,272.58,231.54,238.34,243.55,253.4,239.21,255.78,253.11,250.45,244.94
411,2/10/2018,1200,83718,-22.03,-42.37,10.88,8.22,9.04,0.19,5.23,3.2,273.87,238.81,248.62,256.77,271.03,245.26,272.5,272.63,272.01,261.24
412,2/10/2018,1200,83736,-22.1,-45.02,9.52,6.95,7.42,0.06,5.36,2.09,280.4,243.67,253.96,260.76,276.04,249.23,277.66,277.83,276.59,264.27
413,2/10/2018,1200,83616,-22.17,-51.42,15.07,13.33,13.99,0,8.82,5.55,276.45,239.57,249.81,259.66,272.49,252.25,274.04,274.3,273.79,264.88
414,2/10/2018,1200,83722,-22.32,-49.07,13.68,11.46,12.63,0.06,9.2,6.03,275.52,235.09,244.09,253.97,270.62,249.09,272.62,272.8,272.07,262.95
415,2/10/2018,1200,83749,-22.35,-41.8,11.14,8.15,8.79,0.06,6.73,4.82,275.29,238.05,248.24,256.82,269.78,244.55,271.52,271.79,271.11,260.69
416,2/10/2018,1200,83738,-22.45,-44.43,9.65,6.79,8.31,0.06,4.98,2.73,276.85,244.13,254.51,260.86,273.48,247.76,274.9,275.14,274.21,262.95
417,2/10/2018,1200,83708,-22.78,-45.2,8.38,5.11,5.2,0.06,3.36,2.34,276.85,244.13,253.92,260.56,273.8,247.71,275.02,275.38,274.39,263.23
418,2/10/2018,1200,83755,-22.9,-43.17,8.25,3.93,5.71,0.12,4.09,3.8,277.64,242.49,253.2,260.26,274.16,247.43,275.51,275.86,274.99,263.06
419,2/10/2018,1200,83054,-22.98,-43.37,8.76,4.12,7.42,0.06,5.71,3.33,281.34,243.42,254.13,261.01,276.77,249.27,278.71,278.91,277.67,264.66
420,2/10/2018,1200,83721,-23,-47.13,13.68,12.31,12.76,0.85,9.46,7.65,277.24,232.05,239.35,246.94,260.08,242.99,262.36,258.86,255.15,247.69
421,2/10/2018,1200,83829,-23.22,-45.87,5.96,2.57,1.99,0.06,1.01,1.96,282.4,241.81,254.47,262.3,278.07,251.69,279.81,280.05,278.68,265.71
422,2/10/2018,1200,83768,-23.33,-51.13,13.17,11.3,11.04,0.06,6.98,4.57,275.08,238.52,248.62,258.56,271.92,251.35,273.36,273.64,273.14,264.27
423,2/10/2018,1200,83766,-23.38,-51.18,12.92,10.38,11.3,0.06,7.2,4.57,275.08,238.56,248.71,258.66,271.92,251.31,273.3,273.64,273.08,264.11
424,2/10/2018,1200,83767,-23.42,-51.92,12.66,8.98,12.28,0.06,7.2,3.33,276.34,240.25,250.57,260.01,273.22,252.77,274.53,274.66,274.15,265.05
425,2/10/2018,1200,83778,-23.43,-46.47,8.5,6.15,5.58,0,4.09,3.07,276.55,238.05,251.16,260.86,272.86,248.61,274.04,274.36,273.62,263.34
426,2/10/2018,1200,83851,-23.48,-47.43,12.41,9.68,11.17,0.44,7.84,6.03,276.14,232.26,240.24,249.53,266.39,246.34,268.32,266.76,264.2,255.46
427,2/10/2018,1200,83779,-23.5,-46.63,9.65,5.58,6.82,0.12,4.85,3.46,275.93,234.84,246,257.12,272.13,248.61,273.67,273.82,273.2,262.95
428,2/10/2018,1200,83781,-23.5,-46.62,10.53,8.06,8.79,0.12,6.22,3.8,276.04,234.88,246.34,257.47,272.28,248.61,273.97,274.06,273.44,263.23
429,2/10/2018,1200,83780,-23.62,-46.65,5.71,2.15,1.11,0.06,0.63,0.38,284.34,234.37,245.49,257.02,281,254.19,283.13,283.04,281,266.7
430,2/10/2018,1200,83811,-24.4,-50.83,11.52,8.66,9.17,0.06,6.09,4.19,274.43,237.5,247.82,257.96,271.45,250.69,272.87,273.22,272.72,263.89
431,2/10/2018,1200,83813,-24.78,-50,11.9,9.77,10.41,0.06,6.73,4.19,274.09,236.99,247.35,257.32,270.82,249.56,272.44,272.68,272.19,263.34
432,2/10/2018,1200,86246,-25.35,-54.45,5.96,3.74,3.49,0.06,2.12,1.84,280.48,241.56,252.43,261.86,276.41,256.03,277.91,277.95,277.31,267.19
433,2/10/2018,1200,83011,-25.4,-49.23,11.52,8.57,9.8,0.06,5.96,3.93,273.41,236.06,246.17,256.12,270.41,248.38,271.95,272.21,271.71,262.68
434,2/10/2018,1200,83842,-25.42,-49.27,12.28,10.79,11.52,0.12,6.98,4.06,273.63,236.28,246.25,256.22,270.51,248.61,272.13,272.33,271.83,262.79
435,2/10/2018,1200,83836,-25.47,-50.63,10.66,6.63,8.69,0,5.11,3.93,273.87,236.7,246.93,257.12,271.24,250.22,272.75,273.04,272.54,263.61
436,2/10/2018,1200,83840,-25.52,-49.17,12.41,9.87,11.77,0,7.2,4.44,273.41,235.56,245.41,255.77,270.46,248.38,271.7,272.03,271.23,262.4
437,2/10/2018,1200,83827,-25.52,-54.58,10.41,9.93,10.41,0.06,4.73,2.82,277.15,241.43,252.26,261.71,274.63,254.85,276.19,276.46,275.82,266.81
438,2/10/2018,1200,83844,-25.53,-48.52,11.9,9.3,11.3,0.12,7.46,4.69,273.63,233.83,242.74,252.88,269.57,247.86,271.46,271.55,270.82,261.91
439,2/10/2018,1200,83905,-26.22,-48.8,11.14,9.93,11.9,0.12,7.58,4.06,273.29,233.4,242.74,253.37,270.04,248.09,271.7,271.79,270.99,261.91
440,2/10/2018,1200,83926,-26.87,-48.65,10.76,9.01,11.39,0.19,8.47,6.66,275.72,233.28,241.43,249.83,263.94,244.69,266.17,264.55,261.88,254.03
441,2/10/2018,1200,83916,-28.22,-51.5,3.68,1.42,0.76,0.12,0.12,0.12,287.63,237.92,248.79,258.46,284.28,258.4,287.13,287.05,284.63,269.51
442,2/10/2018,1200,83914,-28.22,-52.4,3.3,1.11,1.11,0.12,0.38,0.25,285.65,237.37,248.71,258.61,281.15,257.31,283.68,283.22,281.24,267.74
443,2/10/2018,1200,83907,-28.4,-55.02,3.93,1.99,1.49,0,1.01,0.5,288.27,237.8,248.96,259.31,284.02,260.71,286.7,286.39,283.98,270.33
444,2/10/2018,1200,83912,-28.63,-53.6,6.73,4.92,5.84,1.17,4.6,4.06,279.6,233.53,244.09,253.52,269.31,250.69,269.98,268.26,266.41,257
445,2/10/2018,1200,83919,-28.67,-50.43,5.84,5.04,4.73,0.06,3.87,1.49,277.55,235.6,245.07,254.87,274.01,250.88,275.82,276.04,274.75,264.11
446,2/10/2018,1200,83942,-29.17,-51.2,5.84,4.31,4.73,0.12,2.85,1.49,278.96,236.19,246.17,255.72,274.16,251.21,276.25,276.04,274.93,264
447,2/10/2018,1200,83948,-29.33,-49.73,5.07,3.61,3.71,0.06,2.98,0.5,285.72,235.6,243.75,253.27,281.15,254.76,283.99,283.58,281.12,266.97
448,2/10/2018,1200,83936,-29.7,-53.7,6.09,5.04,5.84,2.73,3.74,3.58,257.72,224.36,228.64,232.42,239.11,232.45,238.95,236.06,234.01,230.45
449,2/10/2018,1200,83937,-29.72,-53.7,5.96,4.66,5.84,2.73,3.49,3.58,257.72,224.36,228.64,232.42,239.11,232.45,238.95,236.06,234.01,230.45
450,2/10/2018,1200,83927,-29.75,-57.08,6.22,5.42,6.19,0.66,3.87,2.95,274.65,235.47,245.32,254.67,268.22,251.21,268.57,267.42,266.11,257.66
451,2/10/2018,1200,83928,-29.78,-57.03,5.33,4.66,5.07,0.98,3.61,2.95,277.35,235.22,245.24,254.07,269.26,251.64,269.61,268.08,266.35,257.11
452,2/10/2018,1200,83952,-29.93,-51.13,4.57,3.11,2.98,0,2.5,2.22,279.69,235.6,244.98,254.07,275.52,251.73,277.91,277.77,276.24,264.66
453,2/10/2018,1200,83971,-30,-51.18,5.33,4.57,4.22,0.06,2.73,2.73,278.78,235.81,244.98,253.87,274.16,250.83,276.37,276.22,274.63,263.45
454,2/10/2018,1200,83967,-30.02,-51.22,6.98,5.71,8.57,0.12,6.47,2.82,277.93,235.43,244.56,253.52,274.11,250.83,276.31,276.04,274.63,263.61
455,2/10/2018,1200,83964,-30.53,-51.52,3.42,1.52,1.36,0,1.01,1.36,282.17,236.44,245.32,253.97,275.88,252.54,278.65,277.53,274.75,263.34
456,2/10/2018,1200,86350,-30.88,-55.53,5.84,5.14,6.69,1.68,3.87,3.46,265.31,229.43,236.39,242.95,254.29,241.14,253.88,252.04,250.27,244.17
457,2/10/2018,1200,83980,-31.33,-54.1,3.17,1.07,0.76,0,0.25,0.12,270.19,238.77,248.24,255.62,268.63,248.8,269.92,270.05,269.33,260.69
458,2/10/2018,1200,83997,-33.52,-53.35,1.77,0.66,0.38,0.06,0.12,0.12,287.22,243.25,253.32,260.71,284.07,255.8,286.51,286.39,284.34,269.34
459,2/10/2018,1800,82022,2.83,-60.7,13.42,9.52,25.17,0.98,20.25,9.36,305.81,246.67,255.4,263.65,293.83,272.2,296.59,294.59,290.23,274.02
460,2/10/2018,1800,82024,2.82,-60.65,13.3,8.53,27.9,0.66,18.28,9.96,305.81,246.75,255.48,264.05,294.51,272.44,297.14,295.43,291.25,275.24
461,2/10/2018,1800,82099,0.05,-51.07,13.42,9.74,29.23,0.12,23.74,12.92,301.04,239.4,249.17,258.96,292.58,266.72,295.67,294.83,291.66,273.53
462,2/10/2018,1800,82098,0.03,-51.05,13.04,8.98,24.53,0.06,24.98,15.77,303.84,239.4,249.26,259.11,293.57,267.57,297.02,296.15,292.5,273.91
463,2/10/2018,1800,82106,-0.13,-67.08,38.38,34.79,41.65,23.93,21.01,22.66,268.95,218.24,220.76,223.34,231.96,231.08,231.14,226.9,224,221.09
464,2/10/2018,1800,82145,-1.08,-46.93,13.42,11.99,24.28,0.06,28.47,18.98,306.7,238.98,249.6,259.86,296.91,264.35,299.91,300.4,298.04,276.17
465,2/10/2018,1800,82193,-1.38,-48.48,13.55,7.58,32.73,0.12,24.6,19.33,309.55,236.28,244.09,255.87,299.36,267.9,302.92,303.15,300.18,277.71
466,2/10/2018,1800,82191,-1.43,-48.43,13.17,12.28,30.38,0.06,25.49,18.09,308.69,236.53,244.26,255.92,299.93,267.8,303.23,303.33,300.3,278.04
467,2/10/2018,1800,82188,-1.68,-50.48,12.53,8.41,29.61,0.06,21.39,13.3,303.28,239.28,248.71,258.66,294.04,267.14,297.82,297.58,294.22,275.07
468,2/10/2018,1800,82198,-1.72,-45.4,12.66,9.46,29.61,0.12,23.11,14.66,298.8,240.59,249.43,257.47,290.91,258.16,294.07,293.99,291.54,271.6
469,2/10/2018,1800,82184,-1.73,-52.23,58.41,58.25,62.22,1.49,49.58,41.36,304.07,242.15,252.43,261.26,274.63,255.37,276.74,277.17,276.53,266.81
470,2/10/2018,1800,82178,-1.92,-55.52,67.39,65.71,68.53,0.06,49.96,34.6,305.74,249.92,261.28,268.59,284.18,262.84,286.14,286.45,285.53,273.64
471,2/10/2018,1800,82181,-2,-54.08,72.47,67.8,73.49,1.3,49.96,36.95,305.18,247.13,259.25,267.39,278.54,258.59,280.24,280.7,280.11,269.84
472,2/10/2018,1800,82244,-2.43,-54.72,68.66,64.98,69.9,0.25,48.98,35.11,302.17,248.87,261.16,269.39,281.2,260.43,282.76,283.16,282.67,271.93
473,2/10/2018,1800,82212,-2.53,-66.17,33.84,36.95,51.3,0.38,34.92,15.52,306.23,243.42,254.25,263.95,291.12,271.59,293.95,292.32,288.86,274.96
474,2/10/2018,1800,82280,-2.53,-44.3,13.42,9.87,22.69,0.06,24.6,16.63,303.32,239.78,248.24,255.67,292.47,257.03,296.28,296.33,293.69,272.32
475,2/10/2018,1800,82281,-2.6,-44.23,12.41,6.63,29.36,0.12,19.65,18.6,304.09,239.91,248.41,255.52,293.1,257.31,296.9,296.69,293.93,272.43
476,2/10/2018,1800,82246,-2.63,-54.95,71.2,66.41,72.98,0.31,50.95,37.93,305.95,250.09,262.38,270.29,281.67,260.81,283.32,283.76,283.03,272.21
477,2/10/2018,1800,82333,-3.03,-60.05,60.06,61.96,63.07,0.19,52.44,35.96,304.09,251.87,262.09,270.09,284.8,264.87,286.39,286.93,286.36,275.46
478,2/10/2018,1800,82336,-3.13,-58.43,13.17,8.73,23.93,0.25,19.9,10.6,298,254.53,266.02,273.43,290.7,268.94,292.17,291.6,289.46,276.06
479,2/10/2018,1800,82331,-3.13,-60.02,69.55,68.76,72.88,0.19,54.82,39.52,306.25,251.95,262.26,270.39,284.44,264.59,285.96,286.51,285.88,275.24
480,2/10/2018,1800,82332,-3.15,-59.98,65.11,64.15,68.03,0.06,55.07,39.65,307.02,251.87,262.3,270.44,284.18,264.4,285.84,286.45,285.83,274.96
481,2/10/2018,1800,82353,-3.22,-52.22,45.74,41.77,49.33,0.57,44.25,37.8,306.08,242.44,253.62,263.55,277.92,257.31,280,280.29,279.63,269.12
482,2/10/2018,1800,82392,-3.7,-40.35,40.53,40.69,46.09,4.95,38.15,33.49,298.22,235.09,243.37,248.53,260.76,238.92,263.1,262.27,261.35,251.61
483,2/10/2018,1800,82361,-3.72,-49.67,17.87,16.44,28.38,0.12,32.95,26.34,312.68,238.81,247.1,256.37,299.2,269.88,303.1,302.07,297.32,276.28
484,2/10/2018,1800,82376,-3.72,-45.53,13.17,11.39,24.15,0.12,24.12,18.98,309.53,242.49,251.16,259.01,299.98,263.79,303.35,303.39,300.48,276.89
485,2/10/2018,1800,82382,-3.73,-43.35,13.68,11.68,27.77,0.66,23.74,17.74,301.21,241.77,250.27,256.47,287.67,253.58,290.2,290.04,287.14,268.35
486,2/10/2018,1800,82397,-3.77,-38.6,20.53,9.36,21.2,0.66,21.61,16.88,299.8,237.25,247.1,254.02,286.42,251.92,289.89,289.26,286.9,266.59
487,2/10/2018,1800,82398,-3.78,-38.53,22.44,20.88,21.33,4.31,20.15,26.85,299.06,236.83,246.17,251.63,272.08,244.26,276.13,275.68,272.42,257.83
488,2/10/2018,1800,82460,-4.22,-44.77,13.68,11.36,23.42,0.06,23.23,19.46,309.37,242.23,251.76,258.76,298.16,261.09,302.3,302.01,298.99,275.35
489,2/10/2018,1800,82411,-4.25,-69.93,72.98,74.79,79.55,0.5,49.96,32.63,297.45,246.16,254.59,261.31,273.12,258.16,274.59,274.48,273.62,266.09
490,2/10/2018,1800,82480,-4.27,-41.78,16.34,10.22,21.55,0.19,22.88,13.8,301.49,238.98,248.24,255.12,292.21,255.61,295.55,295.19,292.5,270.72
491,2/10/2018,1800,82445,-4.27,-55.98,54.09,51.99,57.26,0.98,51.33,43.58,309.34,251.15,263.1,271.13,280.16,260.34,281.96,282.44,281.95,272.1
492,2/10/2018,1800,82487,-4.28,-39,12.28,3.84,1.61,0.25,0.5,0.76,282.08,236.15,245.83,253.77,278.49,247.34,281.17,281.18,279.39,262.95
493,2/10/2018,1800,82476,-4.87,-43.35,12.79,9.52,27.9,0.19,22.38,13.8,301,242.02,251.08,257.76,292.68,257.12,295.91,296.03,293.45,272.43
494,2/10/2018,1800,82579,-5.05,-42.82,27.74,28.47,33.07,4.06,33.93,26.98,302.62,241.6,249.51,253.42,275.15,247.19,278.46,276.75,273.73,259.59
495,2/10/2018,1800,82578,-5.08,-42.82,14.31,10.41,18.47,0.19,25.36,17.36,304.21,242.36,250.78,256.77,294.35,257.93,297.33,296.63,294.64,272.32
496,2/10/2018,1800,82595,-5.17,-35.48,13.8,4.28,1.61,0.25,0.5,0.25,278.41,229.43,238.93,249.23,275.88,245.78,278.46,278.55,276.36,260.25
497,2/10/2018,1800,82586,-5.2,-39.3,15.2,11.04,17.11,0.25,20.15,16.12,302.55,233.49,243.75,253.57,291.53,254.71,294.99,295.13,292.73,270.61
498,2/10/2018,1800,82562,-5.35,-49.15,13.04,12.98,20.69,0.12,24.73,18.09,313.04,236.66,245.41,256.67,300.92,270.5,305.5,305.18,300.78,278.65
499,2/10/2018,1800,82571,-5.5,-45.23,12.03,8.28,15.11,0.12,20.03,15.65,310.29,241.13,251.04,260.41,301.03,262.7,304.58,304.71,301.97,277.71
500,2/10/2018,1800,82564,-5.53,-47.5,14.69,13.93,21.33,0.19,30.34,23.65,319.36,238.94,249.51,259.46,307.34,271.63,311.83,311.83,307.98,282.4
501,2/10/2018,1800,82590,-5.65,-37.8,44.85,48.15,47.71,5.49,39.9,27.96,297.63,232.05,241.04,247.39,261.49,239.63,266.05,265.8,262.18,252.16
502,2/10/2018,1800,82598,-5.77,-35.2,13.68,4.38,1.61,0.31,0.5,0.38,278.41,229.3,238.12,248.29,275.41,245.87,278.09,277.95,275.46,259.59
503,2/10/2018,1800,82533,-5.82,-61.3,22.06,25.14,29.01,3.71,29.2,22.66,309.92,241.18,248.62,260.06,295.91,273.52,296.71,295.79,292.62,279.2
504,2/10/2018,1800,82599,-5.92,-35.25,13.55,4.06,1.61,0.57,0.5,0.63,278.41,229.68,238.21,248.48,274.58,245.49,277.29,276.58,274.09,258.38
505,2/10/2018,1800,82676,-6.03,-44.23,13.42,11.42,18.09,0.19,22.76,18.6,310.99,241.64,251.54,260.11,301.13,261.94,304.82,305,302.38,277.82
506,2/10/2018,1800,82567,-6.12,-50,11.65,8.6,16.85,0.06,18.88,13.3,308.2,238.98,247.61,257.51,297.74,269.27,302.3,301.89,298.15,277.44
507,2/10/2018,1800,82686,-6.37,-39.3,16.98,15.17,19.46,0.92,21.74,16.5,302.74,232.9,241.89,252.03,287.99,253.15,289.83,289.62,286.36,267.85
508,2/10/2018,1800,82689,-6.37,-38.3,17.36,12.6,19.58,1.11,19.39,19.71,301.66,233.19,242.19,250.98,285.33,250.88,287.43,288.01,284.34,265.16
509,2/10/2018,1800,82690,-6.47,-37.08,42.82,46.22,44.5,4.63,37.17,28.82,297.91,231.67,239.65,246.04,264.62,241.05,266.72,266.58,264.2,252.87
510,2/10/2018,1800,82668,-6.63,-51.98,14.06,14.19,21.33,0.12,24.98,19.46,316.35,242.74,253.92,264.6,303.01,274.85,307.53,307.7,303.99,281.84
511,2/10/2018,1800,82610,-6.67,-69.87,33.84,26.73,43.74,3.84,27.49,14.79,289.96,235.01,242.91,249.58,269.36,256.13,269.8,266.94,263.43,254.63
512,2/10/2018,1800,82678,-6.77,-43.02,13.68,11.11,16.73,0.12,19.77,16.12,309.3,241.43,251.16,259.01,298.78,260.62,302.67,302.85,300.24,276.39
513,2/10/2018,1800,82696,-6.97,-35.68,46.38,40.53,47.84,6.41,36.53,29.17,288.27,230.7,237.7,242.6,250.95,233.72,253.2,253.11,252.41,245.27
514,2/10/2018,1800,82791,-7.02,-37.27,22.44,19.9,20.09,2.28,20.88,19.84,298.85,232.98,241.34,248.63,274.16,246.63,276.37,274.66,272.13,257.66
515,2/10/2018,1800,82798,-7.1,-34.87,29.39,26.28,23.3,2.73,20.25,19.46,291.14,231.54,239.05,245.19,259.66,238.4,262.36,261.55,259.74,249.84
516,2/10/2018,1800,82800,-7.12,-34.95,45.23,48.88,47.33,4.5,38.79,26.6,292.87,231.29,238.76,244.74,258.46,238.26,262.18,261.49,260.04,249.95
517,2/10/2018,1800,82659,-7.2,-48.2,18.12,20.19,25.77,0.12,33.2,23.39,318.98,240.16,252.98,263.75,306.82,272.77,311.46,311.77,308.16,282.73
518,2/10/2018,1800,82795,-7.22,-35.88,20.15,17.17,21.93,2.66,25.11,20.19,294.7,230.7,237.91,245.39,272.23,245.26,275.88,273.82,270.4,255.3
519,2/10/2018,1800,82723,-7.25,-64.83,19.01,15.58,37.8,0.38,23.36,19.46,305.24,244.18,253.75,262.55,289.08,269.55,291.37,290.88,287.91,275.07
520,2/10/2018,1800,82796,-7.27,-35.88,20.15,15.58,21.68,0.98,23.36,18.73,297.36,231.59,239.56,248.04,282.04,249.56,284.36,283.58,281.36,262.68
521,2/10/2018,1800,82765,-7.33,-47.47,13.55,11.71,17.84,0.12,22.12,17.36,316.62,242.82,254.17,263.8,305.93,270.78,310.17,310.33,306.85,281.96
522,2/10/2018,1800,82768,-7.53,-46.03,13.8,12.69,23.04,0.19,25.61,17.87,313.18,243.25,252.69,262.4,304.47,266.62,307.9,308.12,305.54,280.69
523,2/10/2018,1800,82797,-7.83,-35.72,33.71,27.55,34.57,5.99,30.82,30.92,292.92,231.88,238.84,243.9,254.34,235.38,257.63,257.18,256.28,247.42
524,2/10/2018,1800,82792,-7.88,-37.07,32.57,22.92,28.12,6.6,25.49,28.95,291.7,234.37,241.51,245.44,253.92,235.14,255.78,255.57,254.79,247.42
525,2/10/2018,1800,82753,-7.9,-40.05,14.95,13.17,17.23,0.19,19.39,16.63,303.76,233.7,243.03,253.92,291.38,254.76,294.56,294.89,293.15,271.93
526,2/10/2018,1800,82900,-8.05,-34.92,16.09,14.15,18.22,0.57,18.76,16.5,300.76,231.29,239.77,249.43,284.6,250.31,288.11,288.07,285.88,265.05
527,2/10/2018,1800,82861,-8.25,-49.28,15.46,15.36,24.06,0.06,25.87,20.57,316.18,239.74,248.5,259.91,303.95,272.72,308.45,308.6,305.6,282.18
528,2/10/2018,1800,82879,-8.35,-42.25,18.25,20.79,19.84,0.73,19.65,20.57,309.28,239.44,248.88,256.32,292.11,256.79,296.71,296.74,293.63,272.21
529,2/10/2018,1800,82890,-8.42,-37.08,35.74,37.96,34.22,2.53,29.96,23.26,297.87,233.53,241.98,248.63,269.26,243.04,271.46,270.77,268.97,255.9
530,2/10/2018,1800,82824,-8.77,-63.92,15.84,20.85,29.87,4.12,37.17,32.88,321.39,243.67,251.08,261.06,303.01,280.19,304.95,302.19,297.74,281.73
531,2/10/2018,1800,82893,-8.88,-36.52,29.52,19.77,28.88,5.3,27.84,29.42,296.61,233.83,241.89,247.14,259.77,238.07,264.2,262.15,260.63,250.72
532,2/10/2018,1800,82863,-8.97,-48.18,11.39,9.14,13.14,0.31,16.15,13.17,311.2,242.02,253.75,265.75,301.71,268.28,304.39,304.94,302.92,281.62
533,2/10/2018,1800,82970,-9.1,-45.93,17.23,20.47,23.68,1.77,25.49,19.96,314.28,242.28,255.99,271.68,304.42,266.29,306.55,307.28,305.96,283
534,2/10/2018,1800,82989,-9.28,-37.9,16.85,16.69,21.2,0.44,21.87,18.09,303.42,233.87,242.65,252.18,288.77,253.95,292.72,292.85,289.99,268.63
535,2/10/2018,1800,82976,-9.28,-43.33,15.07,17.65,24.28,0.31,24.5,20.44,311.83,242.87,253.41,262.75,297.9,260.34,301.87,302.85,301.13,278.04
536,2/10/2018,1800,82984,-9.35,-40.55,14.06,14.06,17.36,0.31,21.52,17.74,300.92,234.88,244.09,254.52,286.84,253.15,289.83,289.98,288.45,269.51
537,2/10/2018,1800,82983,-9.38,-40.48,14.31,10.57,16.12,0.31,19.01,16.25,301.49,235.94,245.07,254.82,288.14,253.81,291.06,291.18,289.58,270.22
538,2/10/2018,1800,82992,-9.45,-36.7,23.93,27.39,20.57,2.53,19.14,19.07,290.85,232.68,241.98,249.23,264.77,240.72,267.46,267.24,265.99,254.91
539,2/10/2018,1800,82993,-9.52,-35.78,27.87,33.14,31.96,2.88,28.85,19.84,293.25,231.29,239.94,246.79,269.21,243.74,271.58,270.53,268.25,255.46
540,2/10/2018,1800,82979,-9.63,-42.1,16.09,17.9,23.3,0.31,24.38,20.19,311.23,237.97,248.16,259.41,295.97,258.16,301.32,302.25,300.42,277.11
541,2/10/2018,1800,82965,-9.87,-56.1,15.33,17.77,21.68,2.03,24.38,20.19,330.22,248.11,263.23,283.61,322.62,288.65,324.98,326.43,325.2,299.09
542,2/10/2018,1800,82915,-9.97,-67.8,29.01,27.52,36.19,15.23,17.65,16.98,272.58,226.43,230.76,234.42,245.63,239.63,245.77,243.48,240.26,235.25
543,2/10/2018,1800,82917,-10,-67.8,31.55,26.98,38.53,16.88,17.65,18.34,270.32,225.25,229.44,232.67,242.55,237.6,242.82,240.37,237.64,233.15
544,2/10/2018,1800,83033,-10.18,-48.3,61.46,59.87,56.03,1.36,5.84,6.66,280.91,236.19,245.91,255.87,273.48,250.69,274.84,274.54,273.14,262.79
545,2/10/2018,1800,83097,-10.2,-36.87,51.93,53.17,57.26,4.82,41.26,32.15,293.25,232.64,241.72,247.39,256.48,236.61,260.03,259.58,258.96,250.28
546,2/10/2018,1800,83214,-10.25,-54.92,13.3,18.53,25.9,0.5,33.93,24.38,320.91,244.98,258.87,273.68,308.02,278.58,313.24,315.18,313.58,289.5
547,2/10/2018,1800,83065,-10.28,-48.35,24.69,24.47,27.14,3.33,12.44,11.46,295.5,237.97,249.72,262.35,281.52,255.37,282.95,283.46,282.73,269.73
548,2/10/2018,1800,83090,-10.43,-39.3,15.2,13.9,17.11,0.19,19.39,16.63,304.54,240.46,248.33,256.42,292.05,255.42,294.44,294.65,293.15,272.1
549,2/10/2018,1800,83064,-10.72,-48.58,12.41,11.04,17.84,0.79,23.01,17.74,317.33,240.16,254.17,270.29,309.01,272.86,311.15,311.77,309.89,285.65
550,2/10/2018,1800,83076,-11.02,-44.52,71.71,64.28,59.36,1.23,5.49,6.03,276.96,238.39,248.79,257.56,272.65,246.63,274.1,274,272.84,261.63
551,2/10/2018,1800,83192,-11.08,-38.52,14.57,11.14,19.46,0.19,22.25,15.65,296.38,238.05,247.52,255.37,286.32,253.58,288.79,288.55,286.96,267.96
552,2/10/2018,1800,83195,-11.12,-37.82,14.57,11.11,19.07,0.19,21.39,15.39,293.61,235.09,245.58,254.77,283.76,251.73,285.71,286.51,284.69,266.81
553,2/10/2018,1800,83186,-11.18,-40.47,15.33,9.8,18.85,0.25,15.42,10.73,290.96,238.64,247.35,255.02,282.09,250.36,284.3,284.18,282.79,266.09
554,2/10/2018,1800,83184,-11.22,-41.22,14.69,10.6,21.07,0.19,18.41,8.85,286.56,237.25,246.34,255.27,280.11,249.09,281.96,281.9,280.58,264.77
555,2/10/2018,1800,83190,-11.63,-38.97,19.9,17.14,28.25,0.19,15.77,7.39,286.14,236.74,246,253.42,276.72,248.23,278.52,278.67,277.19,262.13
556,2/10/2018,1800,83228,-12.05,-48.35,10.63,3.46,1.49,0.12,0.5,0.5,285,239.95,252.9,264.75,283.29,256.46,284.91,285.19,283.92,270
557,2/10/2018,1800,83221,-12.18,-38.97,63.23,67.2,60.6,2.28,32.44,27.58,289.66,235.6,245.15,250.88,259.66,239.21,261.44,261.43,260.81,252.6
558,2/10/2018,1800,83249,-12.28,-38.55,34.47,28.03,33.46,1.74,21.87,25.36,286.75,234.84,244.39,250.18,259.35,238.64,260.89,261.01,260.51,252.05
559,2/10/2018,1800,83235,-12.4,-46.43,10.63,3.36,1.23,0.12,0.38,0.25,283.27,245.19,257.18,265.6,281.93,254.05,283.44,283.82,282.61,268.24
560,2/10/2018,1800,83244,-12.55,-40.43,66.5,72.06,71.52,2.95,32.31,25.49,287.22,238.81,247.44,252.68,262.74,240.2,264.63,265.02,264.15,254.91
561,2/10/2018,1800,83242,-12.57,-41.38,40.41,37.49,42.88,1.61,28.47,15.65,290.9,239.28,247.99,254.17,270.35,244.45,272.87,272.68,271.47,259.32
562,2/10/2018,1800,83208,-12.7,-60.1,34.09,33.3,31.36,0.63,30.57,28.44,304.85,243.71,255.61,267.44,279.85,262.13,281.41,281.42,280.82,272.32
