,Data,Horario,Estacao,Latitude,Longitude,Banda 1,Banda 2,Banda 3,Banda 4,Banda 5,Banda 6,Banda 7,Banda 8,Banda 9,Banda 10,Banda 11,Banda 12,Banda 13,Banda 14,Banda 15,Banda 16
5745,12/10/2018,1200,83179,-11.08,-43.17,19.77,28.69,17.39,0.12,2.47,0.98,272.1,231.88,241.51,252.78,270.46,245.4,271.46,271.61,270.76,260.25
5746,12/10/2018,1200,83195,-11.12,-37.82,7.55,4.38,7.14,0.38,8.03,5.77,281.17,229.85,239.14,249.53,275.26,246.91,277.35,277.05,275.64,260.97
5747,12/10/2018,1200,83186,-11.18,-40.47,6.57,3.42,6.28,0.06,4.34,2.69,278.59,231.25,240.54,251.38,274.89,247.62,276.8,276.99,275.88,262.57
5748,12/10/2018,1200,83184,-11.22,-41.22,6.69,3.74,7.9,0.12,6.66,3.07,278.78,232.35,241.43,252.03,275.26,247.86,277.11,277.17,275.88,262.57
5749,12/10/2018,1200,83182,-11.3,-41.87,6.95,2.92,4.95,0.12,3.71,3.2,277.83,232.56,241.43,251.73,273.85,247.34,275.39,275.62,274.51,261.91
5750,12/10/2018,1200,83190,-11.63,-38.97,7.17,3.14,11.33,0.19,5.46,3.3,278.59,230.07,239.14,249.48,274.27,247.62,276.13,276.22,274.69,261.08
5751,12/10/2018,1200,83228,-12.05,-48.35,14.98,12.53,11.33,0.19,10.25,14.31,287.89,247.89,256.46,261.56,273.01,249.27,275.02,275.08,274.21,263.45
5752,12/10/2018,1200,83236,-12.15,-45,8.19,5.42,14.53,0.06,7.42,5.77,285.78,237.33,248.33,258.66,278.13,249.09,280.12,280.29,279.1,265.05
5753,12/10/2018,1200,83221,-12.18,-38.97,30.12,27.68,31.04,0.6,18.66,13.36,280.66,229.14,237.49,246.29,262.11,241.19,263.77,263.77,262.66,253.31
5754,12/10/2018,1200,83249,-12.28,-38.55,15.61,10.85,15.04,0.12,11.36,9.8,282.48,229.3,238.42,247.94,264.46,242.23,267.22,266.94,265.81,255.63
5755,12/10/2018,1200,83235,-12.4,-46.43,22.82,19.9,21.93,0.19,19.04,14.82,285.29,239.99,250.27,258.51,271.19,246.58,273.18,273.4,272.84,262.4
5756,12/10/2018,1200,83244,-12.55,-40.43,16.12,11.77,18.73,0.12,14.6,9.68,285,229.94,238.55,248.14,268.63,245.59,270.78,270.23,268.2,257.55
5757,12/10/2018,1200,83242,-12.57,-41.38,24.82,20.73,25.01,0.12,16.31,9.68,273.29,230.7,239.56,249.53,265.5,243.04,267.03,267.36,266.65,257.11
5758,12/10/2018,1200,83222,-12.67,-39.08,22.95,20.85,25.77,0.25,17.93,10.53,277.74,229.14,237.7,247.29,264.88,242.37,267.22,267,265.93,255.9
5759,12/10/2018,1200,83208,-12.7,-60.1,24.44,21.96,23.04,0.06,17.3,12.5,284.79,245.19,257.73,267.29,277.08,259.44,278.03,278.37,278.08,269.62
5760,12/10/2018,1200,83248,-12.9,-38.33,17.39,15.14,13.8,0.6,10.5,9.93,275.08,228.63,237.15,246.09,264.56,242.14,266.91,266.52,265.1,254.63
5761,12/10/2018,1200,83288,-13.27,-43.42,10.98,6.47,12.22,0.19,7.9,8.44,284.71,231.88,240.45,251.03,270.67,247.01,272.99,272.86,271.41,260.14
5762,12/10/2018,1200,83286,-13.33,-44.62,17.39,16.47,15.3,0.19,14.6,11.26,283.66,233.11,242.27,252.88,270.46,246.01,272.68,272.74,271.65,260.8
5763,12/10/2018,1200,83292,-13.82,-41.3,16.76,13.96,14.31,0.85,5.93,6.73,264.82,230.07,237.49,244.59,258.41,239.73,259.23,258.56,257.59,249.95
5764,12/10/2018,1200,83339,-14.07,-42.48,33.01,31.99,34.88,5.77,18.66,18.6,259.93,228.71,233.76,237.86,245.42,233.25,245.95,244.97,243.89,239.65
5765,12/10/2018,1200,83332,-14.1,-46.37,18.41,17.99,16.88,0.38,14.09,10.92,280.91,234.75,244.64,255.07,269.99,245.4,271.82,272.09,271.41,261.24
5766,12/10/2018,1200,83309,-14.4,-56.45,25.96,24.19,25.39,0.73,18.53,13.46,282.97,248.44,259.84,265.7,272.44,254.57,273.54,273.76,273.26,265.05
5767,12/10/2018,1200,83319,-14.7,-52.35,19.26,17.17,17.87,0.57,14.09,10.41,278.32,252.58,261.41,264.75,270.93,250.5,272.01,272.33,272.01,263.06
5768,12/10/2018,1200,83334,-14.93,-46.25,22.06,19.2,20.6,0.19,14.34,10.06,276.45,234.29,242.82,252.58,268.42,244.69,270.16,270.47,269.74,260.14
5769,12/10/2018,1200,83344,-14.95,-40.88,21.8,19.36,21.2,1.9,8.92,9.07,257,229.6,236.39,241.95,250.43,235.71,250.99,250.36,249.61,244.33
5770,12/10/2018,1200,83386,-15.45,-44.37,17.39,15.8,15.65,1.3,13.49,11.65,277.93,231.46,238.42,244.74,256.22,239.54,257.75,256.35,254.79,248.02
5771,12/10/2018,1200,83379,-15.53,-47.33,19.26,16.53,17.61,0.12,14.47,11.39,279.42,235.43,243.75,252.93,268.58,245.26,270.66,270.89,270.16,260.53
5772,12/10/2018,1200,83361,-15.55,-56.12,21.68,19.96,20.09,1.04,13.49,9.07,277.64,250.13,260.73,265.05,271.35,253.34,272.07,272.03,271.53,263.45
5773,12/10/2018,1200,83362,-15.65,-56.1,20.15,16.5,17.61,1.11,13.11,9.42,278.21,249.58,260.27,264.65,270.62,252.96,271.33,270.95,270.16,262.13
5774,12/10/2018,1200,83398,-15.67,-38.95,12.47,8.76,9.36,2.09,6.44,6.98,269.1,228.97,235.37,241.95,256.48,238.59,257.57,255.57,253.84,246.21
5775,12/10/2018,1200,83377,-15.78,-47.93,24.06,21.65,23.42,0.25,15.71,10.79,277.55,235.73,244.47,253.57,269.15,246.01,270.96,271.19,270.58,260.8
5776,12/10/2018,1200,83364,-15.78,-56.07,18.92,15.84,17.99,1.17,14.82,10.92,280.83,250.05,260.61,264.85,270.56,253.15,271.46,271.01,270.28,262.4
5777,12/10/2018,1200,83363,-15.82,-55.42,15.36,11.55,14.66,1.3,12.73,8.34,281.34,251.36,261.03,264.25,270.62,253.06,271.89,270.71,269.45,261.08
5778,12/10/2018,1200,83358,-15.83,-54.38,6.06,2.12,1.23,0.25,0.63,2.09,285.51,252.2,261.49,265.95,281.67,258.92,283.38,283.52,282.07,268.96
5779,12/10/2018,1200,83376,-15.85,-48.97,20.41,17.42,19.23,0.44,14.34,9.68,277.15,238.22,247.69,256.62,269.62,247.29,271.15,271.49,270.94,261.63
5780,12/10/2018,1200,83378,-15.87,-47.93,23.3,20.44,22.31,0.12,14.73,10.06,276.85,235.81,244.47,253.37,268.95,245.78,270.78,271.01,270.4,260.8
5781,12/10/2018,1200,83384,-15.9,-46.05,21.3,19.52,21.93,0.57,18.19,14.09,283.5,232.68,240.24,247.69,261.75,241.9,264.14,262.39,260.21,252.05
5782,12/10/2018,1200,83368,-15.9,-52.23,12.47,9.99,9.36,0.5,8.41,7.71,282.56,248.87,257.98,262.35,271.61,250.5,273.48,273.1,272.13,262.68
5783,12/10/2018,1200,83393,-16,-41.28,29.36,27.01,29.96,12.76,13.11,17.14,252.4,226.77,229.19,229.93,231.86,227.06,232.43,231.81,231.21,229.9
5784,12/10/2018,1200,83441,-16.18,-42.28,28.6,25.99,29.71,10.38,11.61,14.82,248.01,228.38,231.31,232.52,235.2,228.57,236.24,235.52,235.14,232.44
5785,12/10/2018,1200,83419,-16.23,-48.97,22.95,19.11,22.06,0.25,14.09,9.2,276.65,237.37,246.25,255.37,269.68,247.19,271.21,271.55,270.94,261.46
5786,12/10/2018,1200,83428,-16.37,-46.55,21.93,20.03,21.46,2.57,17.07,12.85,280.31,231.67,237.28,242.25,254.18,237.74,255.66,252.46,249.37,243.51
5787,12/10/2018,1200,83460,-16.43,-39.08,20.53,18.85,18.98,2.5,9.77,10.06,264.13,230.53,236.85,242.25,254.71,237.27,255.91,255.03,253.6,246.32
5788,12/10/2018,1200,83424,-16.63,-49.22,19.9,16.82,18.73,0.25,14.47,10.15,278.21,237.54,246.17,255.22,269.47,247.57,271.27,271.55,270.88,261.63
5789,12/10/2018,1200,83423,-16.67,-49.25,22.19,19.17,21.2,0.19,14.82,10.15,277.55,237.33,246,255.02,269.57,247.62,271.27,271.61,270.99,261.74
5790,12/10/2018,1200,83436,-16.7,-43.82,32.63,30.19,33.77,7.49,13.36,12.38,250.83,230.7,234.57,236.46,239.79,230.7,240.36,239.89,239.31,236.46
5791,12/10/2018,1200,83437,-16.72,-43.87,33.39,29.3,34.63,11.84,15.2,16.88,253.58,229.3,231.94,233.42,235.87,228.85,236.73,236,235.68,233.15
5792,12/10/2018,1200,83446,-16.73,-39.55,11.84,8.69,8.38,1.17,3.71,4.15,259.08,230.78,238.34,244.64,254.18,236.94,254.62,254.37,253.36,247.09
5793,12/10/2018,1200,83442,-16.83,-42.05,14.88,10.47,12.31,3.01,7.8,7.58,266.75,233.06,240.07,244.94,253.82,237.17,254.8,253.89,252.23,245.71
5794,12/10/2018,1200,83479,-17.22,-46.88,20.28,17.68,18.98,0.12,12.47,9.3,273.29,233.32,241.13,248.83,262.84,241.9,264.57,264.37,263.31,255.3
5795,12/10/2018,1200,83522,-17.72,-48.17,23.17,20.95,24.76,0.73,18.19,12.25,280.4,233.61,241.13,250.03,265.87,244.03,267.46,266.04,263.97,255.19
5796,12/10/2018,1200,83498,-17.73,-39.25,14.63,9.99,11.46,0.5,7.42,5.87,271.35,236.15,244.73,250.13,260.55,240.2,262.48,262.51,261.23,252.76
5797,12/10/2018,1200,83492,-17.85,-41.52,22.44,19.71,21.07,2.28,11.49,8.57,264.99,238.94,244.81,247.09,252.25,235.71,253.08,253.05,252.53,246.81
5798,12/10/2018,1200,83488,-17.85,-42.85,15.74,12.41,13.42,0.19,9.65,7.49,275.4,240.59,248.79,253.72,264.62,242.89,266.17,265.98,265.16,256.01
5799,12/10/2018,1200,83464,-17.88,-51.72,19.01,16.98,17.61,0.57,11.49,8.09,275.62,245.02,254.17,260.21,269.47,248.94,270.78,271.01,270.58,262.02
5800,12/10/2018,1200,83470,-17.92,-50.92,18.53,15.2,16.03,0.19,12.12,8.44,276.65,240.42,249.51,257.37,269.73,249.09,271.15,271.49,270.88,262.02
5801,12/10/2018,1200,83526,-18.18,-47.95,18.03,15.96,17.26,0.06,13.84,9.68,277.55,234.84,243.12,252.63,268.89,245.35,270.78,271.01,270.28,260.53
5802,12/10/2018,1200,83538,-18.25,-43.6,14.76,13.04,11.84,0.5,7.55,8.44,276.24,241.13,249.64,254.57,265.82,243.74,267.28,267.3,266.41,257
5803,12/10/2018,1200,83550,-18.7,-39.85,20.79,14.69,19.71,2.22,13.36,8.82,273.41,239.28,244.39,247.39,258.36,238.17,258.86,258.44,256.64,249.07
5804,12/10/2018,1200,83525,-18.88,-48.22,20.03,17.93,18.98,0.12,12.25,7.84,275.52,236.44,244.39,252.97,269.68,245.63,271.33,271.55,270.82,261.08
5805,12/10/2018,1200,83554,-19,-57.67,21.04,19.9,20.82,4.47,13.36,10.41,278.68,241.73,250.87,256.17,264.88,250.88,264.82,258.38,254.5,247.69
5806,12/10/2018,1200,83589,-19.03,-43.43,21.68,18.12,17.99,0.92,4.57,5.01,263.24,243.25,249.17,251.08,256.53,238.5,257.69,257.72,257.12,250.56
5807,12/10/2018,1200,83579,-19.6,-46.93,17.01,16.03,15.65,1.77,9.52,9.55,274.76,235.43,241.72,245.94,256.01,239.3,258,256.11,254.62,248.19
5808,12/10/2018,1200,83566,-19.62,-43.97,24.95,17.23,25.65,1.3,7.42,7.11,264.99,244.94,251.93,254.37,260.96,240.67,262.05,262.09,261.64,253.92
5809,12/10/2018,1200,83565,-19.75,-51.18,15.74,12.15,13.3,0.12,10.15,7.71,276.45,239.28,248.88,257.42,270.15,248.75,271.64,271.91,271.41,262.29
5810,12/10/2018,1200,83576,-19.75,-47.97,17.14,13.77,16.41,1.46,11.61,9.07,277.24,235.18,241.64,247.14,259.66,240.67,261.56,259.58,256.88,249.95
5811,12/10/2018,1200,83592,-19.8,-42.15,8.82,4.41,4.57,0.19,2.09,1.36,274.31,241.01,245.91,250.28,268.58,242.99,270.47,269.57,267.84,256.29
5812,12/10/2018,1200,83583,-19.85,-43.95,17.52,13.55,15.04,0.19,6.79,5.14,269.91,245.61,253.32,257.27,266.44,243.22,267.58,267.9,267.3,257.83
5813,12/10/2018,1200,83587,-19.93,-43.93,15.74,10.53,12.09,0.06,6.44,3.55,276.96,245.32,252.9,257.47,271.08,245.73,272.81,272.68,271.71,260.14
5814,12/10/2018,1200,83635,-20.17,-44.87,13.87,9.11,9.61,0.12,5.68,4.53,277.15,243.84,253.53,258.91,271.87,246.72,273.48,273.52,272.84,261.35
5815,12/10/2018,1200,83612,-20.47,-54.67,13.49,10.73,12.95,0.38,9.65,6.85,277.05,251.82,260.56,264.4,271.61,251.54,272.75,272.98,272.6,263.89
5816,12/10/2018,1200,83639,-20.52,-41.9,21.55,17.42,20.95,4.06,9.39,7.96,265.48,240.25,242.74,242.65,245.68,232.64,248.29,247.31,246.22,241.91
5817,12/10/2018,1200,83630,-20.58,-47.43,10.6,8.06,8.03,0.92,7.68,4.92,279.33,236.15,243.29,248.19,263.99,244.45,266.29,264.19,261.35,252.32
5818,12/10/2018,1200,83652,-21.13,-47.77,10.34,7.58,7.52,0.19,6.31,5.52,279.96,236.66,244.64,251.38,268.53,246.06,270.41,269.27,267.42,257.55
5819,12/10/2018,1200,83676,-21.13,-48.97,14.98,11.84,13.2,0.12,9.77,6.98,276.45,236.32,244.98,254.37,270.72,246.34,272.38,272.68,271.95,262.02
5820,12/10/2018,1200,83695,-21.2,-41.9,13.49,11.17,9.74,0.06,4.95,4.15,272.82,241.35,246.76,252.08,267.02,242.28,268.63,268.85,267.96,257.28
5821,12/10/2018,1200,83669,-21.48,-47.55,5.8,1.87,0.85,0,0.38,0.25,284.12,236.19,244.81,252.93,279.64,252.77,282.64,282.2,279.63,265.27
5822,12/10/2018,1200,83683,-21.67,-45.92,16.88,16.82,16.5,0.12,10.03,4.92,278.32,241.18,253.07,260.41,273.22,248.61,274.77,274.96,274.21,262.68
5823,12/10/2018,1200,83103,-21.7,-41.3,18.79,17.61,18.73,2.09,13.11,10.06,278.78,238.52,242.48,245.69,258.51,239.06,261.01,258.08,254.73,247.09
5824,12/10/2018,1200,83698,-21.75,-41.33,18.79,18.76,19.96,0.19,11.14,6.12,273.75,239.4,244.98,251.13,268.32,243.27,270.16,270.11,268.97,258.1
5825,12/10/2018,1200,83687,-21.75,-45,14.76,11.99,11.71,0.38,7.68,6.25,274.86,243.92,254.04,259.36,269.94,246.06,271.33,271.49,270.88,260.42
5826,12/10/2018,1200,83692,-21.77,-43.35,16.38,12.38,14.31,0.06,8.79,5.39,273.29,243.88,250.4,255.42,268.42,243.56,269.98,270.29,269.62,259.04
5827,12/10/2018,1200,83671,-21.98,-47.35,10.22,6.92,7.52,0.06,6.31,5.65,279.96,236.7,246.34,254.47,272.28,248.61,274.41,274.3,273.08,262.13
5828,12/10/2018,1200,83726,-22.02,-47.88,5.8,2.28,1.11,0.12,0.38,0.38,284.12,236.44,244.9,252.83,279.95,252.87,282.89,282.44,279.87,265.54
5829,12/10/2018,1200,83718,-22.03,-42.37,20.66,22.76,23.42,0.12,13.49,7.96,274.53,241.01,246.51,252.53,268.63,243.37,270.41,270.71,269.74,258.93
5830,12/10/2018,1200,83736,-22.1,-45.02,12.09,9.55,9.87,0.12,8.53,5.52,282.08,243.92,254.93,261.71,275.99,250.08,278.09,278.31,277.31,264.38
5831,12/10/2018,1200,83616,-22.17,-51.42,17.26,14.66,16.03,0.19,10.03,6.38,275.08,239.91,250.36,259.01,270.46,248.8,271.82,272.09,271.65,262.68
5832,12/10/2018,1200,83722,-22.32,-49.07,16.76,13.55,15.65,0.06,10.38,6.85,275.62,236.99,245.74,254.62,270.15,246.2,272.01,272.21,271.53,261.91
5833,12/10/2018,1200,83749,-22.35,-41.8,15.61,13.9,14.31,0.06,9.77,5.52,273.97,240.59,246.34,252.43,269.36,243.93,271.46,271.61,270.82,259.59
5834,12/10/2018,1200,83738,-22.45,-44.43,14.98,11.52,13.2,0.19,10.5,7.84,276.85,244.77,255.31,261.06,270.3,246.3,271.89,272.33,271.83,261.35
5835,12/10/2018,1200,83708,-22.78,-45.2,6.31,2.15,1.36,0.06,0.38,0.63,283.58,240.29,252.56,261.21,280.94,253.29,282.82,283.04,281.3,266.59
5836,12/10/2018,1200,83755,-22.9,-43.17,15.23,12.57,13.2,0,9.52,7.11,275.19,244.01,251.76,257.17,269.36,244.78,271.09,271.43,270.82,260.25
5837,12/10/2018,1200,83115,-22.93,-43.72,16.88,14.53,15.17,0.06,9.9,5.01,273.63,243.59,253.49,259.46,269.83,245.4,270.96,271.31,270.88,260.53
5838,12/10/2018,1200,83054,-22.98,-43.37,14.88,14.38,13.07,0,9.77,7.36,275.83,244.51,253.49,258.91,269.62,245.07,271.15,271.55,271.11,260.53
5839,12/10/2018,1200,83721,-23,-47.13,15.23,12.22,13.55,0,9.39,6.5,278.03,238.09,249.26,257.81,273.33,248.94,275.08,275.32,274.57,263.34
5840,12/10/2018,1200,83829,-23.22,-45.87,12.73,7.33,9.99,0.19,6.06,3.42,278.21,240.08,252.56,260.91,273.95,249.56,275.7,275.92,275.16,263.61
5841,12/10/2018,1200,83768,-23.33,-51.13,16.25,13.23,14.53,0.12,9.39,5.99,274.98,236.95,247.61,257.51,270.25,247.71,271.7,272.03,271.65,262.4
5842,12/10/2018,1200,83766,-23.38,-51.18,16.12,13.04,14.66,0.12,9.14,5.87,274.65,237.08,247.82,257.71,270.35,247.71,271.82,272.09,271.53,262.29
5843,12/10/2018,1200,83767,-23.42,-51.92,14.25,11.42,12.82,0.12,8.92,5.99,275.19,241.43,251.76,259.96,270.62,249.09,271.95,272.33,271.83,262.95
5844,12/10/2018,1200,83778,-23.43,-46.47,13.36,10.15,11.46,0.12,6.31,3.55,276.24,239.95,252.56,261.06,273.43,248.75,274.71,275.02,274.51,263.34
5845,12/10/2018,1200,83851,-23.48,-47.43,13.49,9.9,9.99,0.06,6.92,4.15,276.85,236.7,246.68,255.07,272.7,248.85,274.65,274.84,273.91,262.95
5846,12/10/2018,1200,83779,-23.5,-46.63,13.49,11.33,11.2,0.06,6.44,3.93,276.14,239.61,252.35,260.81,273.12,248.52,274.47,274.66,274.15,263.23
5847,12/10/2018,1200,83781,-23.5,-46.62,12.47,10.28,9.99,0.06,6.57,3.55,276.55,239.78,252.43,260.91,273.48,248.75,274.71,275.02,274.45,263.34
5848,12/10/2018,1200,83780,-23.62,-46.65,11.71,7.58,8.76,0.12,5.33,3.3,276.14,239.49,252.18,260.86,273.48,248.8,274.84,275.14,274.51,263.45
5849,12/10/2018,1200,83811,-24.4,-50.83,13.23,9.96,11.2,0.19,7.9,5.87,275.52,234.88,245.49,256.27,270.46,247.62,272.13,272.39,271.89,262.57
5850,12/10/2018,1200,86246,-25.35,-54.45,12.47,9.9,10.6,0.19,6.79,4.53,274.86,246.04,255.95,262.3,271.66,250.74,272.93,273.16,272.72,264
5851,12/10/2018,1200,83011,-25.4,-49.23,10.34,8.12,8.38,0.06,7.3,5.77,278.41,236.95,245.83,254.27,271.08,247.34,273.3,273.4,272.36,262.57
5852,12/10/2018,1200,83842,-25.42,-49.27,11.71,9.11,10.12,0,8.03,5.77,276.65,236.87,245.83,254.37,270.67,246.91,272.68,272.8,272.13,262.29
5853,12/10/2018,1200,83836,-25.47,-50.63,10.34,6.92,8.38,0.12,7.17,5.39,280.14,235.18,245.15,256.12,272.23,248.52,274.1,273.94,272.96,263.06
5854,12/10/2018,1200,83827,-25.52,-54.58,13.61,10.76,11.71,0.19,6.79,4.41,274.86,246.25,256.12,262.35,271.97,250.98,273.18,273.46,273.08,264
5855,12/10/2018,1200,83840,-25.52,-49.17,8.57,6.41,5.8,0.06,5.2,4.66,280.14,237.25,246.17,254.32,272.6,248.38,274.96,274.48,273.2,262.79
5856,12/10/2018,1200,83844,-25.53,-48.52,9.46,6.09,6.41,0.06,5.07,3.93,276.75,236.87,246.68,254.77,272.02,248.23,273.97,274,273.2,262.68
5857,12/10/2018,1200,83905,-26.22,-48.8,5.68,1.99,1.61,0,1.23,1.36,285.57,236.74,246.42,254.77,279.8,253.25,282.39,281.9,279.39,265.82
5858,12/10/2018,1200,83926,-26.87,-48.65,5.8,2.82,1.84,0.06,1.36,0.85,284.56,236.87,246.51,254.82,279.01,252.96,281.9,281.48,279.21,265.82
5859,12/10/2018,1200,83916,-28.22,-51.5,10.98,7.96,9.74,0.06,6.79,4.41,274.21,236.57,246.51,256.92,270.46,247.48,272.19,272.45,271.95,262.68
5860,12/10/2018,1200,83914,-28.22,-52.4,10.73,7.96,9.11,0.12,5.8,3.8,273.17,237.21,248.07,257.91,270.04,248.19,271.58,271.79,271.35,262.68
5861,12/10/2018,1200,83907,-28.4,-55.02,7.93,5.52,6.03,0.12,4.57,3.42,276.96,250.05,260.27,264.9,272.44,251.02,273.79,274,273.44,264.49
5862,12/10/2018,1200,83912,-28.63,-53.6,10.47,8.38,9.01,0.25,5.68,3.55,273.29,243.97,255.52,262.05,270.72,249.42,272.07,272.33,271.95,263.34
5863,12/10/2018,1200,83919,-28.67,-50.43,10.85,8.76,9.99,0.06,7.04,4.28,274.31,236.95,246.93,256.52,270.62,246.91,272.38,272.57,272.07,262.57
5864,12/10/2018,1200,83942,-29.17,-51.2,9.33,7.11,7.65,0,5.8,4.41,274.43,237.37,247.44,257.07,269.99,247.43,271.76,272.15,271.65,262.57
5865,12/10/2018,1200,83948,-29.33,-49.73,8.95,6.47,6.92,0.06,5.46,3.68,275.08,235.9,245.83,255.47,270.93,247.29,272.87,272.98,272.31,262.79
5866,12/10/2018,1200,83936,-29.7,-53.7,9.58,7.74,8.25,0.19,5.33,3.2,273.05,244.22,255.65,262.05,270.77,249.46,272.01,272.33,272.01,263.34
5867,12/10/2018,1200,83937,-29.72,-53.7,9.46,7.55,7.52,0.19,4.82,3.2,273.05,244.22,255.65,262.05,270.77,249.46,272.01,272.33,272.01,263.34
5868,12/10/2018,1200,83927,-29.75,-57.08,8.19,5.52,6.03,0.12,4.09,2.95,274.31,252.63,262.21,266.05,272.75,252.73,273.91,274.24,273.91,265.05
5869,12/10/2018,1200,83928,-29.78,-57.03,8.57,6.28,7.26,0.12,4.82,2.82,274.43,252.75,262.38,266.1,272.81,252.73,273.97,274.3,274.03,265.16
5870,12/10/2018,1200,83952,-29.93,-51.13,8.19,5.52,5.8,0,4.22,3.2,273.63,236.95,246.93,256.77,270.3,247.62,272.07,272.33,271.83,262.68
5871,12/10/2018,1200,83971,-30,-51.18,8.57,6.25,6.53,0,4.95,3.3,274.21,236.7,246.85,256.82,270.41,247.76,272.19,272.33,271.83,262.68
5872,12/10/2018,1200,83967,-30.02,-51.22,7.8,5.14,5.55,0.06,4.44,3.68,274.53,236.87,247.1,256.92,270.67,248.05,272.5,272.8,272.07,262.79
5873,12/10/2018,1200,83964,-30.53,-51.52,7.55,5.36,5.8,0.06,4.22,3.3,273.75,237.5,247.82,257.61,270.46,248.38,272.19,272.39,271.89,262.95
5874,12/10/2018,1200,86350,-30.88,-55.53,7.55,5.46,5.8,0.19,3.58,2.34,273.75,251.27,260.9,265.2,272.39,250.98,273.42,273.76,273.44,264.49
5875,12/10/2018,1200,83980,-31.33,-54.1,7.8,5.58,6.15,0.12,3.84,2.57,272.7,245.57,256.46,262.45,270.88,249.75,272.19,272.51,272.13,263.61
5876,12/10/2018,1200,83997,-33.52,-53.35,6.19,5.04,5.42,0.19,3.2,2.09,272.46,241.22,252.86,261.06,271.24,250.17,272.56,272.86,272.54,263.61
5877,12/10/2018,1800,82022,2.83,-60.7,34.5,33.14,43.01,1.52,27.8,15.17,295.89,235.09,242.82,251.43,279.38,261.8,282.27,280.41,276.18,265.16
5878,12/10/2018,1800,82096,0.52,-50.42,69.17,66.25,68.76,6.85,44.98,34.28,293.61,232.26,240.83,247.44,257.83,245.63,258.86,252.75,248.84,242.41
5879,12/10/2018,1800,82099,0.05,-51.07,70.66,68.19,70.85,5.65,47.33,36.25,294.5,234.08,243.92,251.08,262.48,248.38,263.04,256.41,252.41,245.44
5880,12/10/2018,1800,82098,0.03,-51.05,68.15,64.03,68.25,5.46,46.98,35.52,295.25,234.08,243.84,251.28,263.57,249.27,264.51,257.72,253.36,245.88
5881,12/10/2018,1800,82143,-0.62,-47.38,36.66,36.12,42.5,0.19,35.71,27.04,300.67,238.94,245.07,252.88,278.39,255.66,281.78,280.94,278.56,265.27
5882,12/10/2018,1800,82145,-1.08,-46.93,41.2,33.55,45.71,0.19,41.39,35.87,304.64,242.15,249.05,255.82,274.27,252.39,277.11,277.05,275.52,264
5883,12/10/2018,1800,82193,-1.38,-48.48,66.5,61.49,66.79,0.12,47.07,34.53,301.37,241.35,248.54,255.87,275.99,254.52,278.77,278.91,277.49,265.82
5884,12/10/2018,1800,82191,-1.43,-48.43,68.53,66.53,69.87,0.06,50.06,36.73,302.32,240.63,247.9,255.37,275.88,254.52,278.65,278.79,277.37,265.71
5885,12/10/2018,1800,82188,-1.68,-50.48,61.84,59.3,64.09,2.15,44.38,35.14,299.97,238.35,248.16,255.82,267.85,251.02,269.61,268.26,266.59,258.38
5886,12/10/2018,1800,82198,-1.72,-45.4,13.61,11.36,31.68,0.25,23.96,15.93,305.14,248.27,256.24,261.71,293.46,260.95,297.27,296.74,292.79,272.32
5887,12/10/2018,1800,82184,-1.73,-52.23,73.33,69.84,72.69,10.79,42.76,35.61,287.3,230.07,238,244.29,252.93,242.99,253.08,245.51,241.27,236.13
5888,12/10/2018,1800,82178,-1.92,-55.52,69.9,65.84,69.74,1.58,39.04,23.99,291.65,244.22,255.74,264.45,275.99,258.11,276.68,275.14,273.68,264.77
5889,12/10/2018,1800,82181,-2,-54.08,76.85,72.92,76.15,2.88,42.28,28.15,292.76,242.66,255.06,263.85,274.53,256.6,275.27,273.28,271.71,263.34
5890,12/10/2018,1800,82244,-2.43,-54.72,73.2,70.28,70.85,3.3,35.71,22.79,289.23,240.88,252.98,261.76,272.7,255.99,273.05,269.81,267.42,258.66
5891,12/10/2018,1800,82280,-2.53,-44.3,23.17,15.36,32.15,0.19,32.25,17.39,308.69,242.99,251.93,259.56,296.8,261.85,300.52,300.28,296.67,274.02
5892,12/10/2018,1800,82281,-2.6,-44.23,20.92,8.25,35.01,0.19,26.22,20.31,310.08,242.4,251.38,259.21,297.43,261.47,300.77,300.04,296.07,273.42
5893,12/10/2018,1800,82246,-2.63,-54.95,77.71,74.12,77.14,1.9,41.39,27.3,292.38,243.67,256.2,265.1,275.83,257.74,276.43,274.84,273.32,264.49
5894,12/10/2018,1800,82333,-3.03,-60.05,56.95,49.99,58.28,0.31,48.95,40.41,307.63,237.5,247.61,259.56,282.51,264.07,285.1,284.89,283.32,272.81
5895,12/10/2018,1800,82332,-3.15,-59.98,66.25,65.23,67.52,0.44,51.77,38.69,306.93,237.88,247.99,260.21,282.51,263.93,284.79,284.48,282.97,272.43
5896,12/10/2018,1800,82353,-3.22,-52.22,61.84,56.85,61.99,10.98,40.92,33.3,286.75,228.63,236.05,242.85,255.12,244.41,255.23,246.71,241.75,235.58
5897,12/10/2018,1800,82392,-3.7,-40.35,13.61,9.17,19.58,0,19.39,13.23,306.29,236.66,246,255.07,296.12,259.58,300.77,300.52,296.78,273.14
5898,12/10/2018,1800,82361,-3.72,-49.67,55.42,49.99,59.14,0.19,52.88,39.17,306.57,242.44,249.6,257.12,277.34,255.75,280.18,280.29,278.92,267.19
